node_id,arrival_rise_s,arrival_fall_s,slack_rise_setup_max_s,slack_fall_setup_max_s,required_rise_setup_max_s,required_fall_setup_max_s,arrival_setup_scalar_s,slack_setup_scalar_s,required_setup_scalar_s,is_arrival_inf,is_slack_inf
13,2.21659746113545e-10,1.924948533904569e-10,9.325826222372768e-11,1.2909573410269104e-10,3.149180083372727e-10,3.2159058749314795e-10,2.21659746113545e-10,9.325826222372768e-11,3.149180083372727e-10,0,0
14,2.2222902684720935e-10,1.9301825415762863e-10,1.0976496100933986e-10,1.4669403192169028e-10,3.319939878565492e-10,3.397122860793189e-10,2.2222902684720935e-10,1.0976496100933986e-10,3.319939878565492e-10,0,0
15,2.219367883915524e-10,1.9274006002323318e-10,1.0908619840765965e-10,1.4775237977548983e-10,3.3102298679921205e-10,3.40492439798723e-10,2.219367883915524e-10,1.0908619840765965e-10,3.3102298679921205e-10,0,0
16,2.213548372376195e-10,1.9219272007209298e-10,3.0820609953075007e-11,6.194890433963707e-11,2.521754471906945e-10,2.5414162441173005e-10,2.213548372376195e-10,3.0820609953075007e-11,2.521754471906945e-10,0,0
17,2.2259775966926298e-10,1.933648657859166e-10,7.298563142743575e-11,1.6074734598969798e-10,2.9558339109669873e-10,3.541122117756146e-10,2.2259775966926298e-10,7.298563142743575e-11,2.9558339109669873e-10,0,0
18,2.2365050089678817e-10,1.943460531395047e-10,1.1768848395821152e-10,1.129364518570597e-10,3.413389848549997e-10,3.072825049965644e-10,2.2365050089678817e-10,1.129364518570597e-10,3.3658695275384787e-10,0,0
19,2.2165855262379353e-10,1.9249372928964448e-10,8.629241765589768e-11,1.3094096640298147e-10,3.079509702796912e-10,3.2343469569262595e-10,2.2165855262379353e-10,8.629241765589768e-11,3.079509702796912e-10,0,0
20,2.2148380351971753e-10,1.923213394094958e-10,9.043063520230987e-11,1.3386623753941507e-10,3.119144387220274e-10,3.2618757694891087e-10,2.2148380351971753e-10,9.043063520230987e-11,3.119144387220274e-10,0,0
21,2.213827177133254e-10,1.922215164817942e-10,8.788955674354781e-11,1.316719788757581e-10,3.092722744568732e-10,3.238934953575523e-10,2.213827177133254e-10,8.788955674354781e-11,3.092722744568732e-10,0,0
22,2.2239422803327358e-10,1.9317490662640324e-10,8.764576564512794e-11,1.3193883485751456e-10,3.100399936784015e-10,3.251137414839178e-10,2.2239422803327358e-10,8.764576564512794e-11,3.100399936784015e-10,0,0
23,2.225533923816414e-10,1.9332500877933256e-10,8.835684961461254e-11,1.321979886670377e-10,3.1091024199625394e-10,3.2552299744637025e-10,2.225533923816414e-10,8.835684961461254e-11,3.1091024199625394e-10,0,0
24,2.218348699178918e-10,1.9264140282970743e-10,1.1368918306775555e-10,1.2557399564627758e-10,3.3552405298564736e-10,3.18215398475985e-10,2.218348699178918e-10,1.1368918306775555e-10,3.3552405298564736e-10,0,0
25,2.2089971518646223e-10,1.9175733223519842e-10,3.0820623830862814e-11,6.194891821742488e-11,2.5172033901732505e-10,2.537062504526233e-10,2.2089971518646223e-10,3.0820623830862814e-11,2.5172033901732505e-10,0,0
26,7.410633773297093e-10,7.415066338722909e-10,-2.90009238845812e-10,-2.9355018416055145e-10,4.510541384838973e-10,4.479564497117394e-10,7.415066338722909e-10,-2.9355018416055145e-10,4.479564497117394e-10,0,0
27,7.410464464285837e-10,7.4149081319419e-10,-2.90009238845812e-10,-2.9355018416055145e-10,4.5103720758277177e-10,4.479406290336385e-10,7.4149081319419e-10,-2.9355018416055145e-10,4.479406290336385e-10,0,0
28,7.995775708202757e-10,7.76750552766714e-10,-3.512574675568203e-10,-3.3179725633658563e-10,4.483201032634554e-10,4.449532964301284e-10,7.995775708202757e-10,-3.512574675568203e-10,4.483201032634554e-10,0,0
29,7.995466511090399e-10,7.767213539011664e-10,-3.512574953123959e-10,-3.3179725633658563e-10,4.4828915579664397e-10,4.4492409756458073e-10,7.995466511090399e-10,-3.512574953123959e-10,4.4828915579664397e-10,0,0
30,7.695378778649342e-10,7.664395229589616e-10,-3.167255346880893e-10,-3.1870669991995726e-10,4.5281234317684493e-10,4.477328230390043e-10,7.695378778649342e-10,-3.1870669991995726e-10,4.5083117794497696e-10,0,0
31,7.694883619180359e-10,7.663928935919273e-10,-3.1672550693251367e-10,-3.1870669991995726e-10,4.5276285498552227e-10,4.4768619367197005e-10,7.694883619180359e-10,-3.1870669991995726e-10,4.507816619980787e-10,0,0
32,7.843549143515816e-10,7.866376994236646e-10,-3.314084562333619e-10,-3.393256786665688e-10,4.5294645811821965e-10,4.4731202075709575e-10,7.866376994236646e-10,-3.393256786665688e-10,4.4731202075709575e-10,0,0
33,7.843207194824231e-10,7.866055029559504e-10,-3.314084562333619e-10,-3.393256786665688e-10,4.529122632490612e-10,4.472798242893816e-10,7.866055029559504e-10,-3.393256786665688e-10,4.472798242893816e-10,0,0
34,7.292572101746941e-10,7.651304034794748e-10,-2.7749805231458424e-10,-3.181313823485965e-10,4.517591578601099e-10,4.469990211308783e-10,7.651304034794748e-10,-3.181313823485965e-10,4.469990211308783e-10,0,0
35,7.292247361512239e-10,7.650999278574488e-10,-2.7749808007015986e-10,-3.181313823485965e-10,4.51726656081064e-10,4.4696854550885234e-10,7.650999278574488e-10,-3.181313823485965e-10,4.4696854550885234e-10,0,0
36,7.678567781610468e-10,7.465707496656648e-10,-3.206703791391874e-10,-3.016782934572859e-10,4.471863990218594e-10,4.448924562083789e-10,7.678567781610468e-10,-3.206703791391874e-10,4.471863990218594e-10,0,0
37,7.678367386354523e-10,7.465519868965487e-10,-3.2067035138361177e-10,-3.016782934572859e-10,4.4716638725184055e-10,4.4487369343926275e-10,7.678367386354523e-10,-3.2067035138361177e-10,4.4716638725184055e-10,0,0
38,7.635774235126291e-10,7.708679250484352e-10,-3.0926591843005724e-10,-3.2227717716715176e-10,4.543115050825719e-10,4.485907478812834e-10,7.708679250484352e-10,-3.2227717716715176e-10,4.485907478812834e-10,0,0
39,7.635565513197662e-10,7.708483851232018e-10,-3.0926594618563286e-10,-3.222772049227274e-10,4.5429060513413333e-10,4.4857118020047437e-10,7.708483851232018e-10,-3.222772049227274e-10,4.4857118020047437e-10,0,0
40,7.779575317279352e-10,7.728209738822045e-10,-3.2952127138052845e-10,-3.299355511021673e-10,4.484362603474068e-10,4.428854227800372e-10,7.779575317279352e-10,-3.299355511021673e-10,4.480219806257679e-10,0,0
41,7.779213384573325e-10,7.72786779013046e-10,-3.2952127138052845e-10,-3.299355511021673e-10,4.48400067076804e-10,4.428512279108787e-10,7.779213384573325e-10,-3.299355511021673e-10,4.4798578735516514e-10,0,0
42,7.732336992916089e-10,7.761644105208632e-10,-3.245765600734529e-10,-3.3310382230311575e-10,4.48657139218156e-10,4.430605882177474e-10,7.761644105208632e-10,-3.3310382230311575e-10,4.430605882177474e-10,0,0
43,7.731986162440307e-10,7.761313813858806e-10,-3.2457658782902854e-10,-3.3310382230311575e-10,4.486220284150022e-10,4.430275590827648e-10,7.761313813858806e-10,-3.3310382230311575e-10,4.430275590827648e-10,0,0
44,7.801604362533965e-10,7.743746754940162e-10,-3.3141756006216383e-10,-3.3125741039086165e-10,4.4874287619123265e-10,4.431172651031545e-10,7.801604362533965e-10,-3.3141756006216383e-10,4.4874287619123265e-10,0,0
45,7.801426171738512e-10,7.743580221486468e-10,-3.3141756006216383e-10,-3.3125743814643727e-10,4.487250571116874e-10,4.4310058400220953e-10,7.801426171738512e-10,-3.3141756006216383e-10,4.487250571116874e-10,0,0
46,7.759149434072299e-10,7.712986360708385e-10,-3.2733243893190433e-10,-3.2834310270679623e-10,4.4858250447532555e-10,4.4295553336404225e-10,7.759149434072299e-10,-3.2834310270679623e-10,4.4757184070043365e-10,0,0
47,7.758982345507093e-10,7.712830374373425e-10,-3.273324111763287e-10,-3.2834313046237185e-10,4.4856582337438056e-10,4.4293990697497065e-10,7.758982345507093e-10,-3.2834313046237185e-10,4.4755510408833743e-10,0,0
48,7.772940624484193e-10,7.722091854844848e-10,-3.3001856802883367e-10,-3.306911688927272e-10,4.472754944195856e-10,4.415180165917576e-10,7.772940624484193e-10,-3.306911688927272e-10,4.4660289355569205e-10,0,0
49,7.772726906551952e-10,7.721890904477391e-10,-3.3001856802883367e-10,-3.306911688927272e-10,4.4725412262636155e-10,4.414979215550119e-10,7.772726906551952e-10,-3.306911688927272e-10,4.46581521762468e-10,0,0
50,7.617897423983777e-10,7.627438125545893e-10,-3.098797607403725e-10,-3.166829021239437e-10,4.519099816580052e-10,4.4606091043064566e-10,7.627438125545893e-10,-3.166829021239437e-10,4.4606091043064566e-10,0,0
51,7.617705910512029e-10,7.627258824527416e-10,-3.098797884959481e-10,-3.166829298795193e-10,4.518908025552548e-10,4.4604295257322235e-10,7.627258824527416e-10,-3.166829298795193e-10,4.4604295257322235e-10,0,0
52,7.626053122322674e-10,7.618873310022423e-10,-3.1086053176032635e-10,-3.159184303047624e-10,4.51744780471941e-10,4.4596890069747985e-10,7.626053122322674e-10,-3.159184303047624e-10,4.4668688192750494e-10,0,0
53,7.625762799001734e-10,7.618600195158365e-10,-3.1086053176032635e-10,-3.159184303047624e-10,4.5171574813984705e-10,4.459415892110741e-10,7.625762799001734e-10,-3.159184303047624e-10,4.46657849595411e-10,0,0
54,7.800831092197313e-10,7.739430207820419e-10,-3.317803254354601e-10,-3.3122649067962584e-10,4.4830278378427124e-10,4.4271653010241607e-10,7.800831092197313e-10,-3.317803254354601e-10,4.4830278378427124e-10,0,0
55,7.800429746573911e-10,7.739052731992047e-10,-3.317802976798845e-10,-3.3122649067962584e-10,4.4826267697750666e-10,4.426787825195788e-10,7.800429746573911e-10,-3.317802976798845e-10,4.4826267697750666e-10,0,0
56,7.795972756241554e-10,7.738712448634999e-10,-3.3115812869688455e-10,-3.310559049118922e-10,4.4843914692727083e-10,4.428153399516077e-10,7.795972756241554e-10,-3.3115812869688455e-10,4.4843914692727083e-10,0,0
57,7.7957990063382e-10,7.738549800961891e-10,-3.3115812869688455e-10,-3.310559049118922e-10,4.4842177193693544e-10,4.4279907518429695e-10,7.7957990063382e-10,-3.3115812869688455e-10,4.4842177193693544e-10,0,0
58,7.924172984452582e-10,8.06712585621483e-10,-3.38504418939678e-10,-3.5922853580672154e-10,4.5391287950558024e-10,4.474840498147614e-10,8.06712585621483e-10,-3.5922853580672154e-10,4.474840498147614e-10,0,0
59,7.923937617171362e-10,8.066904921832929e-10,-3.385044466952536e-10,-3.592285080511459e-10,4.5388931502188257e-10,4.47461984132147e-10,8.066904921832929e-10,-3.592285080511459e-10,4.47461984132147e-10,0,0
60,7.915258448676354e-10,8.059316547459616e-10,-3.3634098284274216e-10,-3.570400086694292e-10,4.551848620248933e-10,4.488916460765324e-10,8.059316547459616e-10,-3.570400086694292e-10,4.488916460765324e-10,0,0
61,7.914903732419987e-10,8.058984035663741e-10,-3.3634098284274216e-10,-3.570399809138536e-10,4.551493903992565e-10,4.488584226525205e-10,8.058984035663741e-10,-3.570399809138536e-10,4.488584226525205e-10,0,0
62,7.93419663303041e-10,8.076259105926908e-10,-3.38499506202794e-10,-3.589904762346663e-10,4.54920157100247e-10,4.4863543435802455e-10,8.076259105926908e-10,-3.589904762346663e-10,4.4863543435802455e-10,0,0
63,7.93361321083097e-10,8.075704549526108e-10,-3.384994784472184e-10,-3.5899044847909067e-10,4.548618426358786e-10,4.4858000647352014e-10,8.075704549526108e-10,-3.5899044847909067e-10,4.4858000647352014e-10,0,0
64,7.917778099830741e-10,8.061044609597445e-10,-3.3797392662293646e-10,-3.5872296799688286e-10,4.5380388336013766e-10,4.4738149296286167e-10,8.061044609597445e-10,-3.5872296799688286e-10,4.4738149296286167e-10,0,0
65,7.917498323628536e-10,8.060783152075146e-10,-3.379739543785121e-10,-3.5872296799688286e-10,4.537758779843415e-10,4.4735534721063175e-10,8.060783152075146e-10,-3.5872296799688286e-10,4.4735534721063175e-10,0,0
66,7.918168898335409e-10,8.061438738771187e-10,-3.378077817473013e-10,-3.586149155410112e-10,4.540091080862396e-10,4.475289583361075e-10,8.061438738771187e-10,-3.586149155410112e-10,4.475289583361075e-10,0,0
67,7.918008471108351e-10,8.061288858662863e-10,-3.378077817473013e-10,-3.586148877854356e-10,4.539930653635338e-10,4.475139980808507e-10,8.061288858662863e-10,-3.586148877854356e-10,4.475139980808507e-10,0,0
68,7.930752721208023e-10,8.073208213055239e-10,-3.3925559583813936e-10,-3.5996269853733054e-10,4.5381967628266295e-10,4.473581227681933e-10,8.073208213055239e-10,-3.5996269853733054e-10,4.473581227681933e-10,0,0
69,7.930268663969287e-10,8.072751356280605e-10,-3.3925562359371497e-10,-3.5996272629290615e-10,4.537712428032137e-10,4.4731240933515437e-10,8.072751356280605e-10,-3.5996272629290615e-10,4.4731240933515437e-10,0,0
70,7.913750765808913e-10,8.056751932272732e-10,-3.376532942134247e-10,-3.5840647116813784e-10,4.5372178236746663e-10,4.4726872205913537e-10,8.056751932272732e-10,-3.5840647116813784e-10,4.4726872205913537e-10,0,0
71,7.913382171764738e-10,8.056404987577537e-10,-3.376532942134247e-10,-3.5840647116813784e-10,4.536849229630491e-10,4.4723402758961583e-10,8.056404987577537e-10,-3.5840647116813784e-10,4.4723402758961583e-10,0,0
72,7.904091270383162e-10,8.047420507750758e-10,-3.355124233994644e-10,-3.5615371762887094e-10,4.548967036388518e-10,4.4858833314620483e-10,8.047420507750758e-10,-3.5615371762887094e-10,4.4858833314620483e-10,0,0
73,7.903915300033759e-10,8.047256194743113e-10,-3.355124233994644e-10,-3.5615374538444655e-10,4.548791066039115e-10,4.4857187408986476e-10,8.047256194743113e-10,-3.5615374538444655e-10,4.4857187408986476e-10,0,0
74,7.91567256186454e-10,8.059433120877202e-10,-3.3639158125708946e-10,-3.5706587686590296e-10,4.551756749293645e-10,4.488774352218172e-10,8.059433120877202e-10,-3.5706587686590296e-10,4.488774352218172e-10,0,0
75,7.915388344770236e-10,8.05916611223978e-10,-3.3639155350151384e-10,-3.5706587686590296e-10,4.551472809755097e-10,4.48850734358075e-10,8.05916611223978e-10,-3.5706587686590296e-10,4.48850734358075e-10,0,0
76,7.910695432045145e-10,8.054711342353471e-10,-3.358705813472085e-10,-3.5654262875439713e-10,4.55198961857306e-10,4.4892850548095e-10,8.054711342353471e-10,-3.5654262875439713e-10,4.4892850548095e-10,0,0
77,7.910365140695319e-10,8.054402145241113e-10,-3.3587055359163287e-10,-3.5654262875439713e-10,4.5516596047789903e-10,4.4889758576971417e-10,8.054402145241113e-10,-3.5654262875439713e-10,4.4889758576971417e-10,0,0
78,7.90683907236911e-10,8.05086552979617e-10,-3.3563235524169954e-10,-3.5630756678450837e-10,4.550515519952114e-10,4.487789861951086e-10,8.05086552979617e-10,-3.5630756678450837e-10,4.487789861951086e-10,0,0
79,7.906655330458534e-10,8.050693445227353e-10,-3.3563238299727516e-10,-3.5630756678450837e-10,4.5503315004857825e-10,4.487617777382269e-10,8.050693445227353e-10,-3.5630756678450837e-10,4.487617777382269e-10,0,0
80,7.898808829231996e-10,8.041766696997854e-10,-3.359835187843885e-10,-3.5675398746271014e-10,4.538973641388111e-10,4.4742268223707526e-10,8.041766696997854e-10,-3.5675398746271014e-10,4.4742268223707526e-10,0,0
81,7.898611764645125e-10,8.041581844864254e-10,-3.359835465399641e-10,-3.5675398746271014e-10,4.538776299245484e-10,4.4740419702371526e-10,8.041581844864254e-10,-3.5675398746271014e-10,4.4740419702371526e-10,0,0
82,7.908592669636505e-10,8.052739586261737e-10,-3.368413326043651e-10,-3.577294571677214e-10,4.540179343592854e-10,4.4754450145845226e-10,8.052739586261737e-10,-3.577294571677214e-10,4.4754450145845226e-10,0,0
83,7.908414478841053e-10,8.052573052808043e-10,-3.368413326043651e-10,-3.577294571677214e-10,4.5400011527974016e-10,4.475278481130829e-10,8.052573052808043e-10,-3.577294571677214e-10,4.475278481130829e-10,0,0
84,7.906699739379519e-10,8.050602406939333e-10,-3.365815404166028e-10,-3.5744587845165654e-10,4.540884335213491e-10,4.476143622422768e-10,8.050602406939333e-10,-3.5744587845165654e-10,4.476143622422768e-10,0,0
85,7.906494348119963e-10,8.050410338356073e-10,-3.3658156817217844e-10,-3.5744590620723216e-10,4.540678666398179e-10,4.4759512762837517e-10,8.050410338356073e-10,-3.5744590620723216e-10,4.4759512762837517e-10,0,0
86,7.911889476908129e-10,8.055986433497253e-10,-3.361308176241806e-10,-3.568474959969592e-10,4.550581300666323e-10,4.487511473527661e-10,8.055986433497253e-10,-3.568474959969592e-10,4.487511473527661e-10,0,0
87,7.911691302098234e-10,8.055801026252141e-10,-3.36130789868605e-10,-3.568474959969592e-10,4.5503834034121837e-10,4.4873260662825487e-10,8.055801026252141e-10,-3.568474959969592e-10,4.4873260662825487e-10,0,0
88,7.912840938040233e-10,8.056966205316485e-10,-3.3621469497369105e-10,-3.5693459299324104e-10,4.5506939883033226e-10,4.4876202753840744e-10,8.056966205316485e-10,-3.5693459299324104e-10,4.4876202753840744e-10,0,0
89,7.912641097895801e-10,8.056779132736835e-10,-3.3621469497369105e-10,-3.5693459299324104e-10,4.55049414815889e-10,4.487433202804425e-10,8.056779132736835e-10,-3.5693459299324104e-10,4.487433202804425e-10,0,0
90,6.599938928708582e-10,6.429666798979383e-10,-3.287967675902337e-10,-3.117695546173138e-10,3.311971252806245e-10,3.311971252806245e-10,6.599938928708582e-10,-3.287967675902337e-10,3.311971252806245e-10,0,0
91,6.599967794507222e-10,6.429695664778023e-10,-3.287967675902337e-10,-3.117695546173138e-10,3.3120001186048853e-10,3.3120001186048853e-10,6.599967794507222e-10,-3.287967675902337e-10,3.3120001186048853e-10,0,0
92,6.890272241655282e-10,6.861568535576623e-10,-3.578308205298697e-10,-3.549604499220038e-10,3.311964036356585e-10,3.311964036356585e-10,6.890272241655282e-10,-3.578308205298697e-10,3.311964036356585e-10,0,0
93,6.890308323903582e-10,6.861604617824923e-10,-3.578308205298697e-10,-3.549604499220038e-10,3.3120001186048853e-10,3.3120001186048853e-10,6.890308323903582e-10,-3.578308205298697e-10,3.3120001186048853e-10,0,0
94,6.950760522705934e-10,6.708548716538587e-10,-3.638782053450029e-10,-3.396570247282682e-10,3.311978469255905e-10,3.311978469255905e-10,6.950760522705934e-10,-3.638782053450029e-10,3.311978469255905e-10,0,0
95,6.950782172054915e-10,6.708570365887567e-10,-3.638782053450029e-10,-3.396570247282682e-10,3.3120001186048853e-10,3.3120001186048853e-10,6.950782172054915e-10,-3.638782053450029e-10,3.3120001186048853e-10,0,0
96,6.844603217537326e-10,6.658996687392005e-10,-3.532645842518889e-10,-3.3470393123735676e-10,3.311957375018437e-10,3.311957375018437e-10,6.844603217537326e-10,-3.532645842518889e-10,3.311957375018437e-10,0,0
97,6.844645961123774e-10,6.659039430978453e-10,-3.532645842518889e-10,-3.3470393123735676e-10,3.3120001186048853e-10,3.3120001186048853e-10,6.844645961123774e-10,-3.532645842518889e-10,3.3120001186048853e-10,0,0
98,6.518947603950664e-10,6.599142898799926e-10,-3.2069960576031065e-10,-3.2871913524523677e-10,3.311951546347558e-10,3.311951546347558e-10,6.599142898799926e-10,-3.2871913524523677e-10,3.311951546347558e-10,0,0
99,6.518996453763748e-10,6.599191748613009e-10,-3.2069963351588626e-10,-3.287191630008124e-10,3.3120001186048853e-10,3.3120001186048853e-10,6.599191748613009e-10,-3.287191630008124e-10,3.3120001186048853e-10,0,0
100,6.699109045271712e-10,6.521021500560664e-10,-3.3871411231345405e-10,-3.209053578423493e-10,3.311967922137171e-10,3.311967922137171e-10,6.699109045271712e-10,-3.3871411231345405e-10,3.311967922137171e-10,0,0
101,6.699141241739426e-10,6.521053697028378e-10,-3.3871411231345405e-10,-3.209053578423493e-10,3.3120001186048853e-10,3.3120001186048853e-10,6.699141241739426e-10,-3.3871411231345405e-10,3.3120001186048853e-10,0,0
102,2.902863227571828e-10,2.8399343987572934e-10,4.090974781156831e-11,4.7202630693021774e-11,3.311960705687511e-10,3.311960705687511e-10,2.902863227571828e-10,4.090974781156831e-11,3.311960705687511e-10,0,0
103,2.902902640489202e-10,2.8399738116746676e-10,4.090974781156831e-11,4.7202630693021774e-11,3.3120001186048853e-10,3.3120001186048853e-10,2.902902640489202e-10,4.090974781156831e-11,3.3120001186048853e-10,0,0
104,2.833882850605818e-10,2.378917618450771e-10,4.255731878011204e-11,1.2355982903500262e-10,3.259456038406938e-10,3.614515908800797e-10,2.833882850605818e-10,4.255731878011204e-11,3.259456038406938e-10,0,0
105,2.833616674635664e-10,2.378651164924861e-10,4.255731878011204e-11,1.2355982903500262e-10,3.2591898624367843e-10,3.614249455274887e-10,2.833616674635664e-10,4.255731878011204e-11,3.2591898624367843e-10,0,0
106,2.6186242063630516e-10,2.3808793825352836e-10,6.933392748820211e-11,9.31084098709789e-11,3.3119634812450727e-10,3.3119634812450727e-10,2.6186242063630516e-10,6.933392748820211e-11,3.3119634812450727e-10,0,0
107,2.618660843722864e-10,2.3809160198950963e-10,6.933392748820211e-11,9.31084098709789e-11,3.3120001186048853e-10,3.3120001186048853e-10,2.618660843722864e-10,6.933392748820211e-11,3.3120001186048853e-10,0,0
108,8.282572544482392e-11,8.282368541001617e-11,2.9582597482757933e-10,2.809515953217101e-10,3.7865170027240325e-10,3.6377528073172627e-10,8.282572544482392e-11,2.809515953217101e-10,3.63777320766534e-10,0,0
109,8.279999602622823e-11,8.279999602622823e-11,2.9582597482757933e-10,2.809515953217101e-10,3.7862597085380756e-10,3.6375159134793833e-10,8.279999602622823e-11,2.809515953217101e-10,3.6375159134793833e-10,0,0
110,8.282034086315448e-11,8.281855062852728e-11,2.7615781883483237e-10,2.6024363219967483e-10,3.5897815969798685e-10,3.430621828282021e-10,8.282034086315448e-11,2.6024363219967483e-10,3.430639730628293e-10,0,0
111,8.279999602622823e-11,8.279999602622823e-11,2.7615781883483237e-10,2.6024363219967483e-10,3.589578148610606e-10,3.4304362822590306e-10,8.279999602622823e-11,2.6024363219967483e-10,3.4304362822590306e-10,0,0
112,8.28283483467196e-11,8.282596830611055e-11,2.984882063739036e-10,2.9461144634979064e-10,3.813165547206232e-10,3.774374146559012e-10,8.28283483467196e-11,2.9461144634979064e-10,3.7743979469651023e-10,0,0
113,8.279999602622823e-11,8.279999602622823e-11,2.984882341294792e-10,2.9461144634979064e-10,3.8128823015570745e-10,3.7741144237601887e-10,8.279999602622823e-11,2.9461144634979064e-10,3.7741144237601887e-10,0,0
114,3.019706151796697e-10,2.4201654569289133e-10,1.9744650359143634e-11,1.1784451192653478e-10,3.2171526553881336e-10,3.598610576194261e-10,3.019706151796697e-10,1.9744650359143634e-11,3.2171526553881336e-10,0,0
115,3.0186872446158475e-10,2.419175970658216e-10,1.9744650359143634e-11,1.1784451192653478e-10,3.216133748207284e-10,3.597621089923564e-10,3.0186872446158475e-10,1.9744650359143634e-11,3.216133748207284e-10,0,0
116,8.28205351521838e-11,8.28187657342383e-11,2.8909674654187256e-10,2.331419501899745e-10,3.7191728169405636e-10,3.159607159242128e-10,8.28205351521838e-11,2.331419501899745e-10,3.159624853421583e-10,0,0
117,8.279999602622823e-11,8.279999602622823e-11,2.8909674654187256e-10,2.331419501899745e-10,3.718967425681008e-10,3.1594194621620275e-10,8.279999602622823e-11,2.331419501899745e-10,3.1594194621620275e-10,0,0
118,8.281685753841472e-11,8.281529628728634e-11,2.8947250152455695e-10,2.3344037813899376e-10,3.7228935906297167e-10,3.162556744262801e-10,8.281685753841472e-11,2.3344037813899376e-10,3.162572356774085e-10,0,0
119,8.279999602622823e-11,8.279999602622823e-11,2.8947252928013256e-10,2.334404058945694e-10,3.722725253063608e-10,3.162404019207976e-10,8.279999602622823e-11,2.334404058945694e-10,3.162404019207976e-10,0,0
120,8.282454583286025e-11,8.282264457593058e-11,2.8821073305707046e-10,2.3200952270485686e-10,3.710352788899307e-10,3.1483216728078744e-10,8.282454583286025e-11,2.3200952270485686e-10,3.148340685377171e-10,0,0
121,8.279999602622823e-11,8.279999602622823e-11,2.8821076081264607e-10,2.3200952270485686e-10,3.710107568388743e-10,3.148095187310851e-10,8.279999602622823e-11,2.3200952270485686e-10,3.148095187310851e-10,0,0
122,8.281676733279397e-11,8.281516444830217e-11,2.888190797634138e-10,2.3257881731630903e-10,3.716358470962078e-10,3.153939817646112e-10,8.281676733279397e-11,2.3257881731630903e-10,3.15395584649103e-10,0,0
123,8.279999602622823e-11,8.279999602622823e-11,2.888190797634138e-10,2.3257884507188464e-10,3.7161907578964204e-10,3.1537884109811287e-10,8.279999602622823e-11,2.3257884507188464e-10,3.1537884109811287e-10,0,0
