node_id,arrival_rise_s,arrival_fall_s,slack_rise_setup_max_s,slack_fall_setup_max_s,required_rise_setup_max_s,required_fall_setup_max_s,arrival_setup_scalar_s,slack_setup_scalar_s,required_setup_scalar_s,is_arrival_inf,is_slack_inf
11,2.8117458361620606e-10,2.2469222316079396e-10,1.076190248028297e-10,1.4683200488807557e-10,3.8879360841903576e-10,3.7152422804886953e-10,2.8117458361620606e-10,1.076190248028297e-10,3.8879360841903576e-10,0,0
12,2.81866724405333e-10,2.253552622288879e-10,7.50381423664237e-11,1.4806644799136848e-10,3.569048667717567e-10,3.734217102202564e-10,2.81866724405333e-10,7.50381423664237e-11,3.569048667717567e-10,0,0
13,2.82197015755159e-10,2.2567324398092836e-10,7.987652206331575e-11,1.488789508341526e-10,3.6207353781847473e-10,3.7455219481508095e-10,2.82197015755159e-10,7.987652206331575e-11,3.6207353781847473e-10,0,0
14,2.806392340737318e-10,2.2420949818968694e-10,1.0704354069801525e-10,1.6607980268812383e-10,3.8768277477174706e-10,3.902893008778108e-10,2.806392340737318e-10,1.0704354069801525e-10,3.8768277477174706e-10,0,0
15,2.8032942633871016e-10,2.239116114743922e-10,1.0063694322326455e-10,1.6267659441737692e-10,3.809663695619747e-10,3.865882058917691e-10,2.8032942633871016e-10,1.0063694322326455e-10,3.809663695619747e-10,0,0
16,2.7667190760638505e-10,2.204194465837972e-10,8.461703560058709e-12,6.273466468531552e-11,2.8513361116644376e-10,2.831541112691127e-10,2.7667190760638505e-10,8.461703560058709e-12,2.8513361116644376e-10,0,0
17,2.8117133621385904e-10,2.247158986667941e-10,5.546235692932555e-11,1.6649080725184007e-10,3.366336931431846e-10,3.9120670591863416e-10,2.8117133621385904e-10,5.546235692932555e-11,3.366336931431846e-10,0,0
18,2.814435351439215e-10,2.2494668627803804e-10,9.858713845289913e-11,1.1399069188566813e-10,3.8003067359682063e-10,3.3893737816370617e-10,2.814435351439215e-10,9.858713845289913e-11,3.8003067359682063e-10,0,0
19,2.822094780086104e-10,2.2568524826738212e-10,7.765879606047577e-11,1.4990955699012432e-10,3.5986827406908617e-10,3.7559480525750644e-10,2.822094780086104e-10,7.765879606047577e-11,3.5986827406908617e-10,0,0
20,2.7718388695419094e-10,2.209106786388304e-10,8.327263878449287e-11,1.5405299258475225e-10,3.604565257386838e-10,3.7496367122358265e-10,2.7718388695419094e-10,8.327263878449287e-11,3.604565257386838e-10,0,0
21,2.795283449152919e-10,2.2314490533137388e-10,8.039266474746398e-11,1.4951410942654064e-10,3.5992100966275586e-10,3.726590147579145e-10,2.795283449152919e-10,8.039266474746398e-11,3.5992100966275586e-10,0,0
22,2.806479215688995e-10,2.2421786649573505e-10,7.77858333300685e-11,1.4804282799651958e-10,3.58433754898968e-10,3.7226069449225463e-10,2.806479215688995e-10,7.77858333300685e-11,3.58433754898968e-10,0,0
23,2.811558486026655e-10,2.2470340865776706e-10,7.656539291467368e-11,1.4712271678707367e-10,3.577212415173392e-10,3.7182612544484073e-10,2.811558486026655e-10,7.656539291467368e-11,3.577212415173392e-10,0,0
24,2.8083035896742103e-10,2.2436701108130563e-10,9.900932851358846e-11,1.3711705382224437e-10,3.798396874810095e-10,3.6148406490355e-10,2.8083035896742103e-10,9.900932851358846e-11,3.798396874810095e-10,0,0
25,2.762880479956209e-10,2.200527399187635e-10,8.461703560058709e-12,6.273466468531552e-11,2.847497515556796e-10,2.8278740460407903e-10,2.762880479956209e-10,8.461703560058709e-12,2.847497515556796e-10,0,0
26,7.478991315146288e-10,7.459398099207704e-10,-2.4618163063649945e-10,-2.4797053299607796e-10,5.017175008781294e-10,4.979692769246924e-10,7.478991315146288e-10,-2.4797053299607796e-10,4.999285985185509e-10,0,0
27,7.478719865616767e-10,7.45914274791204e-10,-2.4618163063649945e-10,-2.4797053299607796e-10,5.016903559251773e-10,4.97943741795126e-10,7.478719865616767e-10,-2.4797053299607796e-10,4.999014535655988e-10,0,0
28,7.888459885307952e-10,7.643208288499181e-10,-2.9365387899105144e-10,-2.725490388932883e-10,4.951921095397438e-10,4.917717899566298e-10,7.888459885307952e-10,-2.9365387899105144e-10,4.951921095397438e-10,0,0
29,7.888077968587481e-10,7.642849131350715e-10,-2.9365387899105144e-10,-2.725490388932883e-10,4.951539178676967e-10,4.917358742417832e-10,7.888077968587481e-10,-2.9365387899105144e-10,4.951539178676967e-10,0,0
30,7.390980605315178e-10,7.703436777362072e-10,-2.394041631603727e-10,-2.778338115128065e-10,4.996938973711451e-10,4.925098662234006e-10,7.703436777362072e-10,-2.778338115128065e-10,4.925098662234006e-10,0,0
31,7.390790757177967e-10,7.703259141678132e-10,-2.394041631603727e-10,-2.778338115128065e-10,4.99674912557424e-10,4.924921026550066e-10,7.703259141678132e-10,-2.778338115128065e-10,4.924921026550066e-10,0,0
32,7.589109896066759e-10,7.701582704910948e-10,-2.5899782318816733e-10,-2.774312446440774e-10,4.999131664185086e-10,4.927270258470173e-10,7.701582704910948e-10,-2.774312446440774e-10,4.927270258470173e-10,0,0
33,7.588831230087578e-10,7.701322357611673e-10,-2.5899782318816733e-10,-2.774312446440774e-10,4.998852998205905e-10,4.927009911170899e-10,7.701322357611673e-10,-2.774312446440774e-10,4.927009911170899e-10,0,0
34,7.411831148829151e-10,7.76307684802191e-10,-2.4162905010172153e-10,-2.81141443458921e-10,4.995540647811936e-10,4.9516624134327e-10,7.76307684802191e-10,-2.81141443458921e-10,4.9516624134327e-10,0,0
35,7.411294355996745e-10,7.762568920988144e-10,-2.4162905010172153e-10,-2.81141443458921e-10,4.995003854979529e-10,4.951154486398934e-10,7.762568920988144e-10,-2.81141443458921e-10,4.951154486398934e-10,0,0
36,7.722936734566588e-10,7.582556804663909e-10,-2.769961482407268e-10,-2.643885110842348e-10,4.95297525215932e-10,4.938671693821561e-10,7.722936734566588e-10,-2.769961482407268e-10,4.95297525215932e-10,0,0
37,7.722682493493949e-10,7.582317551602102e-10,-2.769961482407268e-10,-2.643885110842348e-10,4.95272101108668e-10,4.938432440759755e-10,7.722682493493949e-10,-2.769961482407268e-10,4.95272101108668e-10,0,0
38,7.323368578227019e-10,7.558909054239393e-10,-2.2896001761196771e-10,-2.581422853253912e-10,5.033768402107341e-10,4.977486200985481e-10,7.558909054239393e-10,-2.581422853253912e-10,4.977486200985481e-10,0,0
39,7.322950024146735e-10,7.558513814842627e-10,-2.2896001761196771e-10,-2.581422853253912e-10,5.033349848027058e-10,4.977090961588715e-10,7.558513814842627e-10,-2.581422853253912e-10,4.977090961588715e-10,0,0
40,7.698965909241906e-10,7.842229643451049e-10,-2.7297764049194484e-10,-2.907043494815298e-10,4.969189504322458e-10,4.935186148635751e-10,7.842229643451049e-10,-2.907043494815298e-10,4.935186148635751e-10,0,0
41,7.698420234625303e-10,7.841711169298549e-10,-2.7297764049194484e-10,-2.907043494815298e-10,4.968643829705854e-10,4.934667674483251e-10,7.841711169298549e-10,-2.907043494815298e-10,4.934667674483251e-10,0,0
42,7.713308325385526e-10,7.791674527801717e-10,-2.740248583599225e-10,-2.853288161297485e-10,4.973059741786301e-10,4.938386366504233e-10,7.791674527801717e-10,-2.853288161297485e-10,4.938386366504233e-10,0,0
43,7.712866456621725e-10,7.791257639055971e-10,-2.740248583599225e-10,-2.853288161297485e-10,4.9726178730225e-10,4.937969477758486e-10,7.791257639055971e-10,-2.853288161297485e-10,4.937969477758486e-10,0,0
44,7.688350511791953e-10,7.823058312261821e-10,-2.713476665583414e-10,-2.8832369824982607e-10,4.974873846208538e-10,4.939821329763561e-10,7.823058312261821e-10,-2.8832369824982607e-10,4.939821329763561e-10,0,0
45,7.688027436891787e-10,7.822755221376099e-10,-2.713476665583414e-10,-2.8832369824982607e-10,4.974550771308373e-10,4.939518238877838e-10,7.822755221376099e-10,-2.8832369824982607e-10,4.939518238877838e-10,0,0
46,7.654399891698915e-10,7.819363490035869e-10,-2.6826157961679087e-10,-2.883339123016526e-10,4.971784095531007e-10,4.936024367019343e-10,7.819363490035869e-10,-2.883339123016526e-10,4.936024367019343e-10,0,0
47,7.654051836780695e-10,7.819036529355117e-10,-2.6826157961679087e-10,-2.883339123016526e-10,4.971436040612787e-10,4.935697406338591e-10,7.819036529355117e-10,-2.883339123016526e-10,4.935697406338591e-10,0,0
48,7.677330993161036e-10,7.785898037404593e-10,-2.71281552777225e-10,-2.859991132808659e-10,4.964515465388786e-10,4.925906904595934e-10,7.785898037404593e-10,-2.859991132808659e-10,4.925906904595934e-10,0,0
49,7.677110613890648e-10,7.785691535922012e-10,-2.71281552777225e-10,-2.859991132808659e-10,4.964295086118398e-10,4.925700403113353e-10,7.785691535922012e-10,-2.859991132808659e-10,4.925700403113353e-10,0,0
50,7.340175689485307e-10,7.612754870933713e-10,-2.3309248975422747e-10,-2.68296662664369e-10,5.009250791943032e-10,4.929788244290023e-10,7.612754870933713e-10,-2.68296662664369e-10,4.929788244290023e-10,0,0
51,7.33996530222214e-10,7.61255725123533e-10,-2.3309248975422747e-10,-2.68296662664369e-10,5.009040404679865e-10,4.92959062459164e-10,7.61255725123533e-10,-2.68296662664369e-10,4.92959062459164e-10,0,0
52,7.400497437082265e-10,7.668546353478689e-10,-2.3955992745072763e-10,-2.7350366416101224e-10,5.004898162574989e-10,4.933509711868567e-10,7.668546353478689e-10,-2.7350366416101224e-10,4.933509711868567e-10,0,0
53,7.400174917293612e-10,7.668244372815991e-10,-2.3955992745072763e-10,-2.7350366416101224e-10,5.004575642786335e-10,4.933207731205869e-10,7.668244372815991e-10,-2.7350366416101224e-10,4.933207731205869e-10,0,0
54,7.586384298541304e-10,7.80308428982579e-10,-2.6242374939755564e-10,-2.8800078988311384e-10,4.962146804565748e-10,4.923076390994652e-10,7.80308428982579e-10,-2.8800078988311384e-10,4.923076390994652e-10,0,0
55,7.58620555263434e-10,7.802916646149072e-10,-2.6242374939755564e-10,-2.8800078988311384e-10,4.961968058658783e-10,4.922908747317933e-10,7.802916646149072e-10,-2.8800078988311384e-10,4.922908747317933e-10,0,0
56,7.585596595305333e-10,7.850783911855785e-10,-2.6237739758627754e-10,-2.9280217139771025e-10,4.961822619442557e-10,4.922762197878683e-10,7.850783911855785e-10,-2.9280217139771025e-10,4.922762197878683e-10,0,0
57,7.585275740851216e-10,7.850483041416112e-10,-2.6237739758627754e-10,-2.9280217139771025e-10,4.961501764988441e-10,4.922461327439009e-10,7.850483041416112e-10,-2.9280217139771025e-10,4.922461327439009e-10,0,0
58,7.795776801877707e-10,7.791076117591444e-10,-2.757538086761713e-10,-2.81221379516694e-10,5.038238715115995e-10,4.978862322424504e-10,7.795776801877707e-10,-2.81221379516694e-10,4.983563006710767e-10,0,0
59,7.795341594452054e-10,7.790665335072333e-10,-2.757538086761713e-10,-2.81221379516694e-10,5.037803507690342e-10,4.978451539905393e-10,7.795341594452054e-10,-2.81221379516694e-10,4.983127799285114e-10,0,0
60,7.784728972559662e-10,7.774152988027083e-10,-2.7640822963803657e-10,-2.815870314698543e-10,5.020646676179297e-10,4.95828267332854e-10,7.784728972559662e-10,-2.815870314698543e-10,4.968858657861119e-10,0,0
61,7.784530242638255e-10,7.773967025670458e-10,-2.7640822963803657e-10,-2.815870314698543e-10,5.020447946257889e-10,4.958096710971915e-10,7.784530242638255e-10,-2.815870314698543e-10,4.968659927939711e-10,0,0
62,7.796549517102846e-10,7.784065059190937e-10,-2.7774099686794784e-10,-2.8270447094413953e-10,5.019139548423368e-10,4.957020349749541e-10,7.796549517102846e-10,-2.8270447094413953e-10,4.969504807661451e-10,0,0
63,7.796114309677193e-10,7.783654831783338e-10,-2.7774099686794784e-10,-2.8270447094413953e-10,5.018704340997715e-10,4.956610122341942e-10,7.796114309677193e-10,-2.8270447094413953e-10,4.969069600235798e-10,0,0
64,7.794326850607547e-10,7.781940647433316e-10,-2.773823948309939e-10,-2.8232999271793346e-10,5.020502902297608e-10,4.958640720253982e-10,7.794326850607547e-10,-2.8232999271793346e-10,4.971026923428212e-10,0,0
65,7.793905520969702e-10,7.781544297813525e-10,-2.773823948309939e-10,-2.8232999271793346e-10,5.020081572659763e-10,4.958244370634191e-10,7.793905520969702e-10,-2.8232999271793346e-10,4.970605593790367e-10,0,0
66,7.795979972691214e-10,7.791595701966969e-10,-2.7758401133226585e-10,-2.833671630675383e-10,5.020139859368555e-10,4.957924071291586e-10,7.795979972691214e-10,-2.833671630675383e-10,4.962308342015831e-10,0,0
67,7.79556141861093e-10,7.791203238127764e-10,-2.7758401133226585e-10,-2.833671630675383e-10,5.019721305288272e-10,4.957531607452381e-10,7.79556141861093e-10,-2.833671630675383e-10,4.961889787935547e-10,0,0
68,7.790681988417703e-10,7.786633005046895e-10,-2.7693808357653893e-10,-2.8278263064507314e-10,5.021301152652313e-10,4.958806698596163e-10,7.790681988417703e-10,-2.8278263064507314e-10,4.962855681966971e-10,0,0
69,7.790503242510738e-10,7.786465916481689e-10,-2.7693808357653893e-10,-2.8278263064507314e-10,5.021122406745349e-10,4.958639610030957e-10,7.790503242510738e-10,-2.8278263064507314e-10,4.962676936060006e-10,0,0
70,7.787069877807085e-10,7.774943466820616e-10,-2.765772055823845e-10,-2.816006872130572e-10,5.021297821983239e-10,4.958936594690044e-10,7.787069877807085e-10,-2.816006872130572e-10,4.971063005676513e-10,0,0
71,7.786889466565583e-10,7.774774157809361e-10,-2.765772055823845e-10,-2.816006872130572e-10,5.021117410741738e-10,4.958767285678789e-10,7.786889466565583e-10,-2.816006872130572e-10,4.970882594435011e-10,0,0
72,7.800651236067324e-10,7.794928036375381e-10,-2.7649571521237704e-10,-2.8186358802528844e-10,5.035694083943554e-10,4.976292156122497e-10,7.800651236067324e-10,-2.8186358802528844e-10,4.98201535581444e-10,0,0
73,7.800058932083687e-10,7.794362932855847e-10,-2.7649571521237704e-10,-2.8186358802528844e-10,5.035101779959916e-10,4.975727052602963e-10,7.800058932083687e-10,-2.8186358802528844e-10,4.981423051830802e-10,0,0
74,7.788147349252483e-10,7.78387632127675e-10,-2.747183036611034e-10,-2.8023949827371553e-10,5.040964312641449e-10,4.981481338539595e-10,7.788147349252483e-10,-2.8023949827371553e-10,4.985752366515328e-10,0,0
75,7.787952505111662e-10,7.783694244700712e-10,-2.747183036611034e-10,-2.8023949827371553e-10,5.040769468500628e-10,4.981299261963557e-10,7.787952505111662e-10,-2.8023949827371553e-10,4.985557522374506e-10,0,0
76,7.791833844805751e-10,7.787190337005256e-10,-2.754899641743691e-10,-2.8095220594437365e-10,5.03693420306206e-10,4.97766827756152e-10,7.791833844805751e-10,-2.8095220594437365e-10,4.982311785362015e-10,0,0
77,7.791436940074448e-10,7.786816191845958e-10,-2.754899641743691e-10,-2.8095220594437365e-10,5.036537298330757e-10,4.977294132402221e-10,7.791436940074448e-10,-2.8095220594437365e-10,4.981914880630711e-10,0,0
78,7.785115330172232e-10,7.780993627193311e-10,-2.7463958884865747e-10,-2.802104659416216e-10,5.038719441685657e-10,4.978888967777095e-10,7.785115330172232e-10,-2.802104659416216e-10,4.983010670756016e-10,0,0
79,7.784954902945174e-10,7.780844302196499e-10,-2.7463958884865747e-10,-2.802104659416216e-10,5.038559014458599e-10,4.978739642780283e-10,7.784954902945174e-10,-2.802104659416216e-10,4.982850243528958e-10,0,0
80,7.77452657807487e-10,7.763885090383837e-10,-2.7482072173512506e-10,-2.7994956353083467e-10,5.026319360723619e-10,4.964389455075491e-10,7.77452657807487e-10,-2.7994956353083467e-10,4.975030942766523e-10,0,0
81,7.774366150847811e-10,7.763735210275513e-10,-2.7482072173512506e-10,-2.7994956353083467e-10,5.026158933496561e-10,4.964239574967166e-10,7.774366150847811e-10,-2.7994956353083467e-10,4.974870515539465e-10,0,0
82,7.779170085875364e-10,7.768516940842574e-10,-2.7531810165015713e-10,-2.8040075816804233e-10,5.025989069373793e-10,4.96450935916215e-10,7.779170085875364e-10,-2.8040075816804233e-10,4.975162504194941e-10,0,0
83,7.778984678630252e-10,7.768343746050732e-10,-2.7531810165015713e-10,-2.8040075816804233e-10,5.025803662128681e-10,4.964336164370309e-10,7.778984678630252e-10,-2.8040075816804233e-10,4.974977096949829e-10,0,0
84,7.7833600675703e-10,7.772695820307263e-10,-2.756332939668482e-10,-2.8076752034422725e-10,5.027027127901817e-10,4.96502061686499e-10,7.7833600675703e-10,-2.8076752034422725e-10,4.975684864128027e-10,0,0
85,7.783041433562232e-10,7.772396615202126e-10,-2.756332939668482e-10,-2.8076752034422725e-10,5.02670849389375e-10,4.964721411759854e-10,7.783041433562232e-10,-2.8076752034422725e-10,4.97536623011996e-10,0,0
86,7.785445621522058e-10,7.774669241733534e-10,-2.7566637861298204e-10,-2.807642451863046e-10,5.028781835392238e-10,4.967026789870488e-10,7.785445621522058e-10,-2.807642451863046e-10,4.977803169659012e-10,0,0
87,7.785089239931153e-10,7.774334509491609e-10,-2.7566637861298204e-10,-2.807642451863046e-10,5.028425453801333e-10,4.966692057628563e-10,7.785089239931153e-10,-2.807642451863046e-10,4.977446788068107e-10,0,0
88,7.790035838617371e-10,7.779006883090744e-10,-2.768849038936594e-10,-2.8201813107031626e-10,5.021186799680777e-10,4.958825572387582e-10,7.790035838617371e-10,-2.8201813107031626e-10,4.969854527914208e-10,0,0
89,7.789628941878846e-10,7.778622190812712e-10,-2.768849038936594e-10,-2.8201813107031626e-10,5.020779902942252e-10,4.958440880109549e-10,7.789628941878846e-10,-2.8201813107031626e-10,4.969447631175683e-10,0,0
90,6.803752561346244e-10,6.597529744745145e-10,-3.1237948339146726e-10,-2.9175720173135744e-10,3.679957727431571e-10,3.679957727431571e-10,6.803752561346244e-10,-3.1237948339146726e-10,3.679957727431571e-10,0,0
91,6.803794749821179e-10,6.597571933220081e-10,-3.1237948339146726e-10,-2.9175720173135744e-10,3.6799999159065067e-10,3.6799999159065067e-10,6.803794749821179e-10,-3.1237948339146726e-10,3.6799999159065067e-10,0,0
92,6.976489941301622e-10,6.897299398289647e-10,-3.296554140774788e-10,-3.2173635977628123e-10,3.6799358005268346e-10,3.6799358005268346e-10,6.976489941301622e-10,-3.296554140774788e-10,3.6799358005268346e-10,0,0
93,6.976553779125538e-10,6.897363236113563e-10,-3.2965538632190317e-10,-3.217363320207056e-10,3.6799999159065067e-10,3.6799999159065067e-10,6.976553779125538e-10,-3.2965538632190317e-10,3.6799999159065067e-10,0,0
94,6.960998999439028e-10,6.77608469334956e-10,-3.2810396066729197e-10,-3.096125300583452e-10,3.679959392766108e-10,3.679959392766108e-10,6.960998999439028e-10,-3.2810396066729197e-10,3.679959392766108e-10,0,0
95,6.961039522579426e-10,6.776125216489959e-10,-3.2810396066729197e-10,-3.096125300583452e-10,3.6799999159065067e-10,3.6799999159065067e-10,6.961039522579426e-10,-3.2810396066729197e-10,3.6799999159065067e-10,0,0
96,6.743782199336579e-10,6.464303536901639e-10,-3.063809206338419e-10,-2.7843305439034793e-10,3.6799729929981595e-10,3.6799729929981595e-10,6.743782199336579e-10,-3.063809206338419e-10,3.6799729929981595e-10,0,0
97,6.743809399800682e-10,6.464330737365742e-10,-3.0638094838941754e-10,-2.7843308214592355e-10,3.6799999159065067e-10,3.6799999159065067e-10,6.743809399800682e-10,-3.0638094838941754e-10,3.6799999159065067e-10,0,0
98,6.54054532756021e-10,6.639945260289437e-10,-2.860857106767867e-10,-2.960257039497094e-10,3.679688220792343e-10,3.679688220792343e-10,6.639945260289437e-10,-2.960257039497094e-10,3.679688220792343e-10,0,0
99,6.540856745118617e-10,6.640256677847844e-10,-2.8608568292121106e-10,-2.960256761941338e-10,3.6799999159065067e-10,3.6799999159065067e-10,6.640256677847844e-10,-2.960256761941338e-10,3.6799999159065067e-10,0,0
100,6.800565111042545e-10,6.621110326676671e-10,-3.1206248696236116e-10,-2.9411700852577383e-10,3.679940241418933e-10,3.679940241418933e-10,6.800565111042545e-10,-3.1206248696236116e-10,3.679940241418933e-10,0,0
101,6.800625063085874e-10,6.621170278720001e-10,-3.120625147179368e-10,-2.9411703628134944e-10,3.6799999159065067e-10,3.6799999159065067e-10,6.800625063085874e-10,-3.120625147179368e-10,3.6799999159065067e-10,0,0
102,2.9506808107981897e-10,2.845769175863211e-10,7.292974557593368e-11,8.342090906943156e-11,3.6799782665575265e-10,3.6799782665575265e-10,2.9506808107981897e-10,7.292974557593368e-11,3.6799782665575265e-10,0,0
103,2.95070246014717e-10,2.845790825212191e-10,7.292974557593368e-11,8.342090906943156e-11,3.6799999159065067e-10,3.6799999159065067e-10,2.95070246014717e-10,7.292974557593368e-11,3.6799999159065067e-10,0,0
104,2.87046303393268e-10,2.3689661343695434e-10,8.666850570548945e-11,1.7347592806693513e-10,3.7371480909875743e-10,4.1037254150388947e-10,2.87046303393268e-10,8.666850570548945e-11,3.7371480909875743e-10,0,0
105,2.8699206899851504e-10,2.368423790422014e-10,8.666850570548945e-11,1.7347592806693513e-10,3.736605747040045e-10,4.1031830710913653e-10,2.8699206899851504e-10,8.666850570548945e-11,3.736605747040045e-10,0,0
106,2.6986646251003776e-10,2.4658639019570217e-10,9.812253787266911e-11,1.214026101870047e-10,3.679890003827069e-10,3.679890003827069e-10,2.6986646251003776e-10,9.812253787266911e-11,3.679890003827069e-10,0,0
107,2.6987745371798155e-10,2.4659738140364595e-10,9.812253787266911e-11,1.214026101870047e-10,3.6799999159065067e-10,3.6799999159065067e-10,2.6987745371798155e-10,9.812253787266911e-11,3.6799999159065067e-10,0,0
108,9.202283379750043e-11,9.202086315163172e-11,3.3471780902516457e-10,3.2007538286471515e-10,4.26740642822665e-10,4.1209624601634687e-10,9.202283379750043e-11,3.2007538286471515e-10,4.120982166622156e-10,0,0
109,9.199999789766267e-11,9.199999789766267e-11,3.3471780902516457e-10,3.2007538286471515e-10,4.2671780692282724e-10,4.120753807623778e-10,9.199999789766267e-11,3.2007538286471515e-10,4.120753807623778e-10,0,0
110,9.20213766297806e-11,9.201955170068388e-11,3.1388297516699026e-10,2.9888624908380734e-10,4.0590435179677087e-10,3.909058007844912e-10,9.20213766297806e-11,2.9888624908380734e-10,3.9090762571358795e-10,0,0
111,9.199999789766267e-11,9.199999789766267e-11,3.138830029225659e-10,2.9888624908380734e-10,4.0588300082022855e-10,3.9088624698147e-10,9.199999789766267e-11,2.9888624908380734e-10,3.9088624698147e-10,0,0
112,9.2042144739235e-11,9.20389389702514e-11,3.411768090266776e-10,3.359160449800669e-10,4.3321895376591257e-10,4.279549839503183e-10,9.2042144739235e-11,3.359160449800669e-10,4.279581897193019e-10,0,0
113,9.199999789766267e-11,9.199999789766267e-11,3.411768367822532e-10,3.359160449800669e-10,4.3317683467991586e-10,4.2791604287772955e-10,9.199999789766267e-11,3.359160449800669e-10,4.2791604287772955e-10,0,0
114,3.417695015883737e-10,2.8507213256645514e-10,2.7309432493183294e-11,1.2281631267541115e-10,3.69078934081557e-10,4.078884452418663e-10,3.417695015883737e-10,2.7309432493183294e-11,3.69078934081557e-10,0,0
115,3.416240346165722e-10,2.8493041259736174e-10,2.7309432493183294e-11,1.2281631267541115e-10,3.689334671097555e-10,4.077467252727729e-10,3.416240346165722e-10,2.7309432493183294e-11,3.689334671097555e-10,0,0
116,9.203517115086157e-11,9.203297846038794e-11,3.2530117488605015e-10,2.6969504407503564e-10,4.173363460369117e-10,3.617280225354236e-10,9.203517115086157e-11,2.6969504407503564e-10,3.617302152258972e-10,0,0
117,9.199999789766267e-11,9.199999789766267e-11,3.2530117488605015e-10,2.6969504407503564e-10,4.173011727837128e-10,3.616950419726983e-10,9.199999789766267e-11,2.6969504407503564e-10,3.616950419726983e-10,0,0
118,9.202250766948694e-11,9.202067580149631e-11,3.2743865951978535e-10,2.716161462412714e-10,4.194611671892723e-10,3.636368220427677e-10,9.202250766948694e-11,2.716161462412714e-10,3.6363865391075834e-10,0,0
119,9.199999789766267e-11,9.199999789766267e-11,3.2743865951978535e-10,2.716161462412714e-10,4.19438657417448e-10,3.6361614413893406e-10,9.199999789766267e-11,2.716161462412714e-10,3.6361614413893406e-10,0,0
120,9.20231391088322e-11,9.202127254637205e-11,3.2775712699439907e-10,2.7186897177955416e-10,4.1978026610323127e-10,3.638902443259262e-10,9.20231391088322e-11,2.7186897177955416e-10,3.6389211088838636e-10,0,0
121,9.199999789766267e-11,9.199999789766267e-11,3.2775712699439907e-10,2.7186899953512977e-10,4.1975712489206174e-10,3.6386899743279244e-10,9.199999789766267e-11,2.7186899953512977e-10,3.6386899743279244e-10,0,0
122,9.203360989973319e-11,9.203120904244244e-11,3.258447400789066e-10,2.7026900162319123e-10,4.178783499786398e-10,3.6230021066563367e-10,9.203360989973319e-11,2.7026900162319123e-10,3.623026115229244e-10,0,0
123,9.199999789766267e-11,9.199999789766267e-11,3.258447400789066e-10,2.7026900162319123e-10,4.178447379765693e-10,3.622689995208539e-10,9.199999789766267e-11,2.7026900162319123e-10,3.622689995208539e-10,0,0
124,2.9705832238491325e-10,2.4514362761962616e-10,7.364381326979696e-11,1.6096879384974727e-10,3.707021356547102e-10,4.0611242146937343e-10,2.9705832238491325e-10,7.364381326979696e-11,3.707021356547102e-10,0,0
