node_id,arrival_rise_s,arrival_fall_s,slack_rise_setup_max_s,slack_fall_setup_max_s,required_rise_setup_max_s,required_fall_setup_max_s,arrival_setup_scalar_s,slack_setup_scalar_s,required_setup_scalar_s,is_arrival_inf,is_slack_inf
10,2.28497706866726e-10,1.9684751051407545e-10,2.1512604198026253e-10,2.6500615590840937e-10,4.436237488469885e-10,4.618536664224848e-10,2.28497706866726e-10,2.1512604198026253e-10,4.436237488469885e-10,0,0
11,2.2829714507732746e-10,1.966583007551037e-10,2.1328770694051258e-10,2.3012342031947242e-10,4.4158485201784003e-10,4.267817210745761e-10,2.2829714507732746e-10,2.1328770694051258e-10,4.4158485201784003e-10,0,0
12,2.2830207169199923e-10,1.9666790418426672e-10,1.7160148302330924e-10,2.201710203042495e-10,3.9990355471530847e-10,4.1683892448851623e-10,2.2830207169199923e-10,1.7160148302330924e-10,3.9990355471530847e-10,0,0
13,2.27968477428675e-10,1.9635418291308326e-10,1.7320442302626304e-10,2.2161703028267254e-10,4.0117290045493803e-10,4.179712131957558e-10,2.27968477428675e-10,1.7320442302626304e-10,4.0117290045493803e-10,0,0
14,2.2781455888409852e-10,1.962064816174447e-10,1.9583494548225389e-10,2.3675117422072844e-10,4.236495043663524e-10,4.3295765583817314e-10,2.2781455888409852e-10,1.9583494548225389e-10,4.236495043663524e-10,0,0
15,2.2773918861851428e-10,1.961336926203927e-10,1.979946484542694e-10,2.328785775329578e-10,4.2573383707278367e-10,4.2901227015335053e-10,2.2773918861851428e-10,1.979946484542694e-10,4.2573383707278367e-10,0,0
16,2.2737474403289326e-10,1.957863177137753e-10,9.89630460912494e-11,1.3192820447205378e-10,3.2633779012414266e-10,3.277145221858291e-10,2.2737474403289326e-10,9.89630460912494e-11,3.2633779012414266e-10,0,0
17,2.2802805477173393e-10,1.9640743198490185e-10,1.624041595649217e-10,2.463978465705452e-10,3.9043221433665565e-10,4.4280527855544705e-10,2.2802805477173393e-10,1.624041595649217e-10,3.9043221433665565e-10,0,0
18,2.285280853442373e-10,1.968774449023769e-10,2.0454382632095758e-10,2.0283617840899382e-10,4.330719116651949e-10,3.997136233113707e-10,2.285280853442373e-10,2.0283617840899382e-10,4.313642637532311e-10,0,0
19,2.2819167388998807e-10,1.965666379666331e-10,1.738793692362961e-10,2.2212566508361675e-10,4.0207104312628417e-10,4.1869230305024985e-10,2.2819167388998807e-10,1.738793692362961e-10,4.0207104312628417e-10,0,0
20,2.2748375405612364e-10,1.9589153910093415e-10,1.7519202755167385e-10,2.2388439713250108e-10,4.026757816077975e-10,4.1977593623343523e-10,2.2748375405612364e-10,1.7519202755167385e-10,4.026757816077975e-10,0,0
21,2.278466859628736e-10,1.962320583803745e-10,1.730143250888716e-10,2.2100626884125063e-10,4.008610110517452e-10,4.1723832722162513e-10,2.278466859628736e-10,1.730143250888716e-10,4.008610110517452e-10,0,0
22,2.2782177533375858e-10,1.9621355928922668e-10,1.7239339122898656e-10,2.2179476311112722e-10,4.0021516656274514e-10,4.180083224003539e-10,2.2782177533375858e-10,1.7239339122898656e-10,4.0021516656274514e-10,0,0
23,2.27983784628627e-10,1.9636840764558627e-10,1.8373329246923475e-10,2.2789316267424198e-10,4.1171707709786176e-10,4.2426157031982825e-10,2.27983784628627e-10,1.8373329246923475e-10,4.1171707709786176e-10,0,0
24,2.2809749922192424e-10,1.9646513582660674e-10,1.9560582320554687e-10,2.1365222091507263e-10,4.237033224274711e-10,4.1011735674167937e-10,2.2809749922192424e-10,1.9560582320554687e-10,4.237033224274711e-10,0,0
25,2.267709908743143e-10,1.9520957073027034e-10,9.896303221346159e-11,1.3192819059426597e-10,3.257340230877759e-10,3.271377613245363e-10,2.267709908743143e-10,9.896303221346159e-11,3.257340230877759e-10,0,0
26,7.576549942989175e-10,7.776985722074414e-10,-2.1264845440072122e-10,-2.354665351589347e-10,5.450065398981963e-10,5.422320370485068e-10,7.776985722074414e-10,-2.354665351589347e-10,5.422320370485068e-10,0,0
27,7.576380078866407e-10,7.776826960181893e-10,-2.1264845440072122e-10,-2.354665351589347e-10,5.449895534859195e-10,5.422161608592546e-10,7.776826960181893e-10,-2.354665351589347e-10,5.422161608592546e-10,0,0
28,7.952878355865778e-10,7.523576206480698e-10,-2.549433442133875e-10,-2.1422930096548498e-10,5.403444913731903e-10,5.381283196825848e-10,7.952878355865778e-10,-2.549433442133875e-10,5.403444913731903e-10,0,0
29,7.952707936631498e-10,7.523416889476664e-10,-2.549433442133875e-10,-2.1422930096548498e-10,5.403274494497623e-10,5.381123879821814e-10,7.952707936631498e-10,-2.549433442133875e-10,5.403274494497623e-10,0,0
30,7.49611372974357e-10,7.382223721208447e-10,-2.0487112006861707e-10,-1.991576903392911e-10,5.447402529057399e-10,5.390646817815536e-10,7.49611372974357e-10,-2.0487112006861707e-10,5.447402529057399e-10,0,0
31,7.495907783372502e-10,7.382030542402163e-10,-2.0487112006861707e-10,-1.991576903392911e-10,5.447196582686331e-10,5.390453639009252e-10,7.495907783372502e-10,-2.0487112006861707e-10,5.447196582686331e-10,0,0
32,7.431558146642203e-10,7.415709157854167e-10,-1.9875151524573198e-10,-2.0355028773622053e-10,5.444042994184883e-10,5.380206280491961e-10,7.431558146642203e-10,-2.0355028773622053e-10,5.396055269279998e-10,0,0
33,7.43124284330321e-10,7.415413838529616e-10,-1.9875151524573198e-10,-2.0355028773622053e-10,5.44372769084589e-10,5.379910961167411e-10,7.43124284330321e-10,-2.0355028773622053e-10,5.395739965941004e-10,0,0
34,7.467984564080155e-10,7.795038503566332e-10,-2.0257434618642378e-10,-2.399257459373416e-10,5.442241102215917e-10,5.395781044192915e-10,7.795038503566332e-10,-2.399257459373416e-10,5.395781044192915e-10,0,0
35,7.467771401259427e-10,7.794838663421899e-10,-2.0257434618642378e-10,-2.399257459373416e-10,5.442027939395189e-10,5.395581204048483e-10,7.794838663421899e-10,-2.399257459373416e-10,5.395581204048483e-10,0,0
36,7.80963016477898e-10,7.774919597025587e-10,-2.412042232613487e-10,-2.3997070996983894e-10,5.397587932165493e-10,5.375212497327198e-10,7.80963016477898e-10,-2.412042232613487e-10,5.397587932165493e-10,0,0
37,7.809308200101839e-10,7.774618171474401e-10,-2.412042232613487e-10,-2.3997070996983894e-10,5.397265967488352e-10,5.374911071776012e-10,7.809308200101839e-10,-2.412042232613487e-10,5.397265967488352e-10,0,0
38,7.381147359986073e-10,7.60410290290281e-10,-1.919728820354294e-10,-2.2034607471965728e-10,5.461418539631779e-10,5.400642155706237e-10,7.60410290290281e-10,-2.2034607471965728e-10,5.400642155706237e-10,0,0
39,7.380852040661523e-10,7.603825902258166e-10,-1.919728820354294e-10,-2.2034607471965728e-10,5.461123220307229e-10,5.400365155061593e-10,7.603825902258166e-10,-2.2034607471965728e-10,5.400365155061593e-10,0,0
40,7.681602576248281e-10,7.705521776202318e-10,-2.2725249460009422e-10,-2.330128312522106e-10,5.409077630247339e-10,5.375393463680211e-10,7.705521776202318e-10,-2.330128312522106e-10,5.375393463680211e-10,0,0
41,7.681085212318806e-10,7.705030502513921e-10,-2.2725249460009422e-10,-2.330128312522106e-10,5.408560266317863e-10,5.374902189991815e-10,7.705030502513921e-10,-2.330128312522106e-10,5.374902189991815e-10,0,0
42,7.556862358093497e-10,7.697782966609168e-10,-2.14485429417266e-10,-2.3200003029799632e-10,5.412008063920837e-10,5.377782663629205e-10,7.697782966609168e-10,-2.3200003029799632e-10,5.377782663629205e-10,0,0
43,7.556407721764913e-10,7.69735386541015e-10,-2.14485429417266e-10,-2.3200003029799632e-10,5.411553427592253e-10,5.377353562430187e-10,7.69735386541015e-10,-2.3200003029799632e-10,5.377353562430187e-10,0,0
44,7.560084780422471e-10,7.697949500062862e-10,-2.142813704253399e-10,-2.3152996186937003e-10,5.417271076169072e-10,5.382649881369161e-10,7.697949500062862e-10,-2.3152996186937003e-10,5.382649881369161e-10,0,0
45,7.559328718542702e-10,7.697228410208368e-10,-2.142813704253399e-10,-2.3152996186937003e-10,5.416515014289303e-10,5.381928791514667e-10,7.697228410208368e-10,-2.3152996186937003e-10,5.381928791514667e-10,0,0
46,7.543026758760618e-10,7.680264757503608e-10,-2.1269047634220328e-10,-2.2992069359517586e-10,5.416121995338585e-10,5.381057821551849e-10,7.680264757503608e-10,-2.2992069359517586e-10,5.381057821551849e-10,0,0
47,7.542620972245118e-10,7.679882840783137e-10,-2.1269047634220328e-10,-2.2992069359517586e-10,5.415716208823085e-10,5.380675904831378e-10,7.679882840783137e-10,-2.2992069359517586e-10,5.380675904831378e-10,0,0
48,7.546320790474681e-10,7.688620851098449e-10,-2.1446167064453903e-10,-2.324221370919588e-10,5.401704084029291e-10,5.364399480178861e-10,7.688620851098449e-10,-2.324221370919588e-10,5.364399480178861e-10,0,0
49,7.546007152470224e-10,7.688326641996923e-10,-2.1446167064453903e-10,-2.324221370919588e-10,5.401390446024834e-10,5.364105271077335e-10,7.688326641996923e-10,-2.324221370919588e-10,5.364105271077335e-10,0,0
50,7.645780120135726e-10,7.544636582146325e-10,-2.1976775954613004e-10,-2.160059353606414e-10,5.448102524674425e-10,5.384577228539911e-10,7.645780120135726e-10,-2.1976775954613004e-10,5.448102524674425e-10,0,0
51,7.645594157779101e-10,7.544462832242971e-10,-2.1976775954613004e-10,-2.160059353606414e-10,5.447916562317801e-10,5.384403478636557e-10,7.645594157779101e-10,-2.1976775954613004e-10,5.447916562317801e-10,0,0
52,7.673005009145584e-10,7.582691696761401e-10,-2.2272589328409254e-10,-2.199854187701078e-10,5.445746076304658e-10,5.382837509060323e-10,7.673005009145584e-10,-2.2272589328409254e-10,5.445746076304658e-10,0,0
53,7.672721902274304e-10,7.582425798347003e-10,-2.2272589328409254e-10,-2.199854187701078e-10,5.445462969433379e-10,5.382571610645925e-10,7.672721902274304e-10,-2.2272589328409254e-10,5.445462969433379e-10,0,0
54,7.592275141909965e-10,7.677609104028704e-10,-2.186684167071462e-10,-2.3093899015336206e-10,5.405590974838503e-10,5.368219202495084e-10,7.677609104028704e-10,-2.3093899015336206e-10,5.368219202495084e-10,0,0
55,7.592099171560562e-10,7.677444235909547e-10,-2.186684167071462e-10,-2.3093899015336206e-10,5.4054150044891e-10,5.368054334375927e-10,7.677444235909547e-10,-2.3093899015336206e-10,5.368054334375927e-10,0,0
56,7.595204465360439e-10,7.617438346763095e-10,-2.1914708936421334e-10,-2.2500595830976522e-10,5.403733571718305e-10,5.367378763665442e-10,7.617438346763095e-10,-2.2500595830976522e-10,5.367378763665442e-10,0,0
57,7.594790352172254e-10,7.617048658481451e-10,-2.1914708936421334e-10,-2.2500595830976522e-10,5.40331945853012e-10,5.366989075383799e-10,7.617048658481451e-10,-2.2500595830976522e-10,5.366989075383799e-10,0,0
58,7.889054409737639e-10,7.898402487604983e-10,-2.4105706319943465e-10,-2.4810331566982313e-10,5.478483777743293e-10,5.417369330906752e-10,7.898402487604983e-10,-2.4810331566982313e-10,5.417369330906752e-10,0,0
59,7.888799058441975e-10,7.898162679431664e-10,-2.4105706319943465e-10,-2.4810331566982313e-10,5.478228426447629e-10,5.417129522733433e-10,7.898162679431664e-10,-2.4810331566982313e-10,5.417129522733433e-10,0,0
60,7.911207244859497e-10,7.93127286069506e-10,-2.440124213798356e-10,-2.5229413003202694e-10,5.471083031061141e-10,5.408331560374791e-10,7.93127286069506e-10,-2.5229413003202694e-10,5.408331560374791e-10,0,0
61,7.910845312153469e-10,7.930933687561037e-10,-2.440124213798356e-10,-2.5229413003202694e-10,5.470721098355114e-10,5.407992387240768e-10,7.930933687561037e-10,-2.5229413003202694e-10,5.407992387240768e-10,0,0
62,7.910110344511168e-10,7.930323620009005e-10,-2.438359514300714e-10,-2.521505226837917e-10,5.471750830210453e-10,5.408818393171089e-10,7.930323620009005e-10,-2.521505226837917e-10,5.408818393171089e-10,0,0
63,7.909805033179396e-10,7.930037182468652e-10,-2.438359514300714e-10,-2.521505226837917e-10,5.471445518878681e-10,5.408531955630735e-10,7.930037182468652e-10,-2.521505226837917e-10,5.408531955630735e-10,0,0
64,7.886598041295656e-10,7.896288622966097e-10,-2.4199897641352663e-10,-2.4932717002101867e-10,5.46660827716039e-10,5.40301692275591e-10,7.896288622966097e-10,-2.4932717002101867e-10,5.40301692275591e-10,0,0
65,7.886418185165667e-10,7.896119869066354e-10,-2.4199897641352663e-10,-2.4932717002101867e-10,5.4664284210304e-10,5.402848168856167e-10,7.896119869066354e-10,-2.4932717002101867e-10,5.402848168856167e-10,0,0
66,7.908937393885651e-10,7.932385304165734e-10,-2.442734903240762e-10,-2.5298779737781274e-10,5.466202490644889e-10,5.402507330387607e-10,7.932385304165734e-10,-2.5298779737781274e-10,5.402507330387607e-10,0,0
67,7.908776966658593e-10,7.932235979168922e-10,-2.442734903240762e-10,-2.5298779737781274e-10,5.466042063417831e-10,5.402358005390795e-10,7.932235979168922e-10,-2.5298779737781274e-10,5.402358005390795e-10,0,0
68,7.887402952988509e-10,7.896930886985842e-10,-2.42251829707385e-10,-2.4959140310087946e-10,5.464884655914659e-10,5.401016855977048e-10,7.896930886985842e-10,-2.4959140310087946e-10,5.401016855977048e-10,0,0
69,7.887182018606609e-10,7.89672383039175e-10,-2.42251829707385e-10,-2.4959140310087946e-10,5.464663721532759e-10,5.400809799382955e-10,7.89672383039175e-10,-2.4959140310087946e-10,5.400809799382955e-10,0,0
70,7.907965393627592e-10,7.927352663195109e-10,-2.444901503473318e-10,-2.5278551474272604e-10,5.463063890154274e-10,5.399497515767848e-10,7.927352663195109e-10,-2.5278551474272604e-10,5.399497515767848e-10,0,0
71,7.907547949770333e-10,7.926957978909854e-10,-2.444901503473318e-10,-2.5278551474272604e-10,5.462646446297015e-10,5.399102831482594e-10,7.926957978909854e-10,-2.5278551474272604e-10,5.399102831482594e-10,0,0
72,7.921591715920329e-10,7.9438172706503e-10,-2.444867641671067e-10,-2.527978937294506e-10,5.476724074249262e-10,5.415838333355794e-10,7.9438172706503e-10,-2.527978937294506e-10,5.415838333355794e-10,0,0
73,7.920999411936691e-10,7.943255497799839e-10,-2.444867641671067e-10,-2.527978937294506e-10,5.476131770265624e-10,5.415276560505333e-10,7.943255497799839e-10,-2.527978937294506e-10,5.415276560505333e-10,0,0
74,7.927663525642004e-10,7.949895741710122e-10,-2.450138980591987e-10,-2.5335045172880655e-10,5.477524545050017e-10,5.416391224422057e-10,7.949895741710122e-10,-2.5335045172880655e-10,5.416391224422057e-10,0,0
75,7.927080103442563e-10,7.949341185309322e-10,-2.450138980591987e-10,-2.5335045172880655e-10,5.476941122850576e-10,5.415836668021257e-10,7.949341185309322e-10,-2.5335045172880655e-10,5.415836668021257e-10,0,0
76,7.896891474068468e-10,7.905477938940919e-10,-2.417003819310537e-10,-2.486477690410993e-10,5.479887654757931e-10,5.419000248529926e-10,7.905477938940919e-10,-2.486477690410993e-10,5.419000248529926e-10,0,0
77,7.896327480771959e-10,7.904942256331537e-10,-2.417003819310537e-10,-2.486477690410993e-10,5.479323661461422e-10,5.418464565920544e-10,7.904942256331537e-10,-2.486477690410993e-10,5.418464565920544e-10,0,0
78,7.91350041051686e-10,7.936947210573919e-10,-2.430438628131526e-10,-2.5153756855189613e-10,5.483061782385334e-10,5.421571525054958e-10,7.936947210573919e-10,-2.5153756855189613e-10,5.421571525054958e-10,0,0
79,7.913315003271748e-10,7.936773460670565e-10,-2.430438628131526e-10,-2.5153756855189613e-10,5.482876375140222e-10,5.421397775151604e-10,7.936773460670565e-10,-2.5153756855189613e-10,5.421397775151604e-10,0,0
80,7.914447985868378e-10,7.937975832206234e-10,-2.447059777033189e-10,-2.534057963465841e-10,5.467388208835189e-10,5.403917868740393e-10,7.937975832206234e-10,-2.534057963465841e-10,5.403917868740393e-10,0,0
81,7.914151556320803e-10,7.937698276450078e-10,-2.447059777033189e-10,-2.534057963465841e-10,5.467091779287614e-10,5.403640312984237e-10,7.937698276450078e-10,-2.534057963465841e-10,5.403640312984237e-10,0,0
82,7.885672670404631e-10,7.89532217382316e-10,-2.418459876807333e-10,-2.4915680629788994e-10,5.467212793597298e-10,5.403754110844261e-10,7.89532217382316e-10,-2.4915680629788994e-10,5.403754110844261e-10,0,0
83,7.885492814274642e-10,7.89515397503493e-10,-2.418459876807333e-10,-2.4915680629788994e-10,5.467032937467309e-10,5.40358591205603e-10,7.89515397503493e-10,-2.4915680629788994e-10,5.40358591205603e-10,0,0
84,7.885944675045664e-10,7.895656906065085e-10,-2.41665409905778e-10,-2.4898311190568734e-10,5.469290575987884e-10,5.405825787008212e-10,7.895656906065085e-10,-2.4898311190568734e-10,5.405825787008212e-10,0,0
85,7.885759822912064e-10,7.895484266384756e-10,-2.41665409905778e-10,-2.4898311190568734e-10,5.469105723854284e-10,5.405653147327882e-10,7.895484266384756e-10,-2.4898311190568734e-10,5.405653147327882e-10,0,0
86,7.904467080876998e-10,7.924574330075984e-10,-2.435195933792045e-10,-2.5182550489333266e-10,5.469271147084953e-10,5.406319281142657e-10,7.924574330075984e-10,-2.5182550489333266e-10,5.406319281142657e-10,0,0
87,7.904168985994886e-10,7.924295108985291e-10,-2.435195933792045e-10,-2.5182550489333266e-10,5.468973052202841e-10,5.406040060051964e-10,7.924295108985291e-10,-2.5182550489333266e-10,5.406040060051964e-10,0,0
88,7.91944843037129e-10,7.938769641668841e-10,-2.450165625944578e-10,-2.532228315921259e-10,5.469282804426712e-10,5.406541325747583e-10,7.938769641668841e-10,-2.532228315921259e-10,5.406541325747583e-10,0,0
89,7.918921074434593e-10,7.938270596419272e-10,-2.450165625944578e-10,-2.532228315921259e-10,5.468755448490015e-10,5.406042280498013e-10,7.938270596419272e-10,-2.532228315921259e-10,5.406042280498013e-10,0,0
90,6.772303828839199e-10,6.598540602809067e-10,-2.7243265976473197e-10,-2.550563371617187e-10,4.0479772311918794e-10,4.0479772311918794e-10,6.772303828839199e-10,-2.7243265976473197e-10,4.0479772311918794e-10,0,0
91,6.772326588411204e-10,6.598563362381071e-10,-2.724326875203076e-10,-2.5505636491729433e-10,4.047999713208128e-10,4.047999713208128e-10,6.772326588411204e-10,-2.724326875203076e-10,4.047999713208128e-10,0,0
92,6.918998152194433e-10,6.839418476012327e-10,-2.8710145372201623e-10,-2.7914348610380557e-10,4.047983614974271e-10,4.047983614974271e-10,6.918998152194433e-10,-2.8710145372201623e-10,4.047983614974271e-10,0,0
93,6.91901425042829e-10,6.839434574246184e-10,-2.8710145372201623e-10,-2.7914348610380557e-10,4.047999713208128e-10,4.047999713208128e-10,6.91901425042829e-10,-2.8710145372201623e-10,4.047999713208128e-10,0,0
94,6.933610352533037e-10,6.758306692056237e-10,-2.885629513116328e-10,-2.710325852639528e-10,4.0479808394167094e-10,4.0479808394167094e-10,6.933610352533037e-10,-2.885629513116328e-10,4.0479808394167094e-10,0,0
95,6.933629226324456e-10,6.758325565847656e-10,-2.885629513116328e-10,-2.710325852639528e-10,4.047999713208128e-10,4.047999713208128e-10,6.933629226324456e-10,-2.885629513116328e-10,4.047999713208128e-10,0,0
96,6.826484932886956e-10,6.497705151708999e-10,-2.7785251877077144e-10,-2.4497454065297575e-10,4.0479597451792415e-10,4.0479597451792415e-10,6.826484932886956e-10,-2.7785251877077144e-10,4.0479597451792415e-10,0,0
97,6.826524900915842e-10,6.497745119737885e-10,-2.7785251877077144e-10,-2.4497454065297575e-10,4.047999713208128e-10,4.047999713208128e-10,6.826524900915842e-10,-2.7785251877077144e-10,4.047999713208128e-10,0,0
98,6.589612744356543e-10,6.670239360850871e-10,-2.541636900943445e-10,-2.622263517437773e-10,4.0479758434130986e-10,4.0479758434130986e-10,6.670239360850871e-10,-2.622263517437773e-10,4.0479758434130986e-10,0,0
99,6.589636614151573e-10,6.670263230645901e-10,-2.541636900943445e-10,-2.622263517437773e-10,4.047999713208128e-10,4.047999713208128e-10,6.670263230645901e-10,-2.622263517437773e-10,4.047999713208128e-10,0,0
100,6.714327427381761e-10,6.54840182079397e-10,-2.6663485308553447e-10,-2.5004229242675535e-10,4.0479788965264163e-10,4.0479788965264163e-10,6.714327427381761e-10,-2.6663485308553447e-10,4.0479788965264163e-10,0,0
101,6.714348521619229e-10,6.548422915031438e-10,-2.666348808411101e-10,-2.5004232018233097e-10,4.047999713208128e-10,4.047999713208128e-10,6.714348521619229e-10,-2.666348808411101e-10,4.047999713208128e-10,0,0
102,3.011751681381014e-10,2.852492686500341e-10,1.036168373325097e-10,1.1954273682057703e-10,4.047920054706111e-10,4.047920054706111e-10,3.011751681381014e-10,1.036168373325097e-10,4.047920054706111e-10,0,0
103,3.011831339883031e-10,2.8525723450023577e-10,1.036168373325097e-10,1.1954273682057703e-10,4.047999713208128e-10,4.047999713208128e-10,3.011831339883031e-10,1.036168373325097e-10,4.047999713208128e-10,0,0
104,2.8501831450533643e-10,2.353792161180479e-10,1.3047937730270576e-10,2.158447032218902e-10,4.154976918080422e-10,4.512239193399381e-10,2.8501831450533643e-10,1.3047937730270576e-10,4.154976918080422e-10,0,0
105,2.849664393345108e-10,2.353273131916467e-10,1.3047937730270576e-10,2.158447032218902e-10,4.154458166372166e-10,4.511720164135369e-10,2.849664393345108e-10,1.3047937730270576e-10,4.154458166372166e-10,0,0
106,2.3796026260569647e-10,2.1479226730569678e-10,1.6683374126635897e-10,1.9000173656635866e-10,4.0479400387205544e-10,4.0479400387205544e-10,2.3796026260569647e-10,1.6683374126635897e-10,4.0479400387205544e-10,0,0
107,2.3796623005445383e-10,2.1479823475445414e-10,1.6683374126635897e-10,1.9000173656635866e-10,4.047999713208128e-10,4.047999713208128e-10,2.3796623005445383e-10,1.6683374126635897e-10,4.047999713208128e-10,0,0
108,1.0121915111627189e-10,1.0121741639279591e-10,3.697802064550615e-10,3.5687580668408714e-10,4.709993575713334e-10,4.5809322307688305e-10,1.0121915111627189e-10,3.5687580668408714e-10,4.5809495780035903e-10,0,0
109,1.011999997690971e-10,1.011999997690971e-10,3.697802064550615e-10,3.5687580668408714e-10,4.709802062241586e-10,4.5807580645318424e-10,1.011999997690971e-10,3.5687580668408714e-10,4.5807580645318424e-10,0,0
110,1.0122579163773793e-10,1.0122355037500697e-10,3.4704206175462105e-10,3.363973821723931e-10,4.4826785339235897e-10,4.376209325474001e-10,1.0122579163773793e-10,3.363973821723931e-10,4.3762317381013105e-10,0,0
111,1.011999997690971e-10,1.011999997690971e-10,3.4704208951019666e-10,3.363973821723931e-10,4.4824208927929377e-10,4.3759738194149023e-10,1.011999997690971e-10,3.363973821723931e-10,4.3759738194149023e-10,0,0
112,1.0122262750211775e-10,1.0122061522288561e-10,3.7403535824154233e-10,3.6925337787430124e-10,4.752579857436601e-10,4.704739930971868e-10,1.0122262750211775e-10,3.6925337787430124e-10,4.70476005376419e-10,0,0
113,1.011999997690971e-10,1.011999997690971e-10,3.7403535824154233e-10,3.6925340562987685e-10,4.752353580106394e-10,4.70453405398974e-10,1.011999997690971e-10,3.6925340562987685e-10,4.70453405398974e-10,0,0
114,3.3740099603107865e-10,2.7545182801347323e-10,7.29805660348859e-11,1.7277643205027005e-10,4.1038156206596454e-10,4.482282600637433e-10,3.3740099603107865e-10,7.29805660348859e-11,4.1038156206596454e-10,0,0
115,3.3723759895742944e-10,2.7529217794253213e-10,7.29805660348859e-11,1.7277643205027005e-10,4.1021816499231534e-10,4.480686099928022e-10,3.3723759895742944e-10,7.29805660348859e-11,4.1021816499231534e-10,0,0
116,1.0121965071663297e-10,1.0121782578753624e-10,3.61529195469501e-10,3.055843356136734e-10,4.62748846186134e-10,4.068021614012096e-10,1.0121965071663297e-10,3.055843356136734e-10,4.0680398633030634e-10,0,0
117,1.011999997690971e-10,1.011999997690971e-10,3.61529195469501e-10,3.055843356136734e-10,4.627291952385981e-10,4.067843353827705e-10,1.011999997690971e-10,3.055843356136734e-10,4.067843353827705e-10,0,0
118,1.0121913029959018e-10,1.0121741639279591e-10,3.6111780232772617e-10,3.0543031992458225e-10,4.6233693262731634e-10,4.0664773631737816e-10,1.0121913029959018e-10,3.0543031992458225e-10,4.0664945022417243e-10,0,0
119,1.011999997690971e-10,1.011999997690971e-10,3.6111780232772617e-10,3.0543031992458225e-10,4.6231780209682327e-10,4.0663031969367935e-10,1.011999997690971e-10,3.0543031992458225e-10,4.0663031969367935e-10,0,0
120,1.0122231525189207e-10,1.0122036542270507e-10,3.62472191151042e-10,3.0645894155689746e-10,4.636945064029341e-10,4.0767930697960253e-10,1.0122231525189207e-10,3.0645894155689746e-10,4.0768125680878953e-10,0,0
121,1.011999997690971e-10,1.011999997690971e-10,3.62472191151042e-10,3.0645894155689746e-10,4.636721909201391e-10,4.0765894132599456e-10,1.011999997690971e-10,3.0645894155689746e-10,4.0765894132599456e-10,0,0
122,1.0121723598155441e-10,1.012156192192748e-10,3.617289523472067e-10,3.0581534526952225e-10,4.629461883287611e-10,4.0703096448879705e-10,1.0121723598155441e-10,3.0581534526952225e-10,4.0703258125107666e-10,0,0
123,1.011999997690971e-10,1.011999997690971e-10,3.617289523472067e-10,3.0581534526952225e-10,4.629289521163038e-10,4.0701534503861936e-10,1.011999997690971e-10,3.0581534526952225e-10,4.0701534503861936e-10,0,0
124,2.874709914557627e-10,2.444585922578568e-10,1.262893678521948e-10,2.0317084126197926e-10,4.137603593079575e-10,4.476294335198361e-10,2.874709914557627e-10,1.262893678521948e-10,4.137603593079575e-10,0,0
